Label	Weight	Text
l_l_BasicBotLuisApplication	5.232323	don't do it
l_l_BasicBotLuisApplication	5.232323	call me scott
l_l_BasicBotLuisApplication	5.232323	dhaka
l_l_BasicBotLuisApplication	5.232323	please stop
l_l_BasicBotLuisApplication	5.232323	i'm not going to tell you where i live
l_l_BasicBotLuisApplication	5.232323	spaghetti
l_l_BasicBotLuisApplication	5.232323	what movies do you have
l_l_BasicBotLuisApplication	5.232323	i won't give you my name
l_l_BasicBotLuisApplication	5.232323	her cat has no teeth
l_l_BasicBotLuisApplication	5.232323	can i see movies that are popular
l_l_BasicBotLuisApplication	5.232323	i'm bailing
l_l_BasicBotLuisApplication	5.232323	my location is new york
l_l_BasicBotLuisApplication	5.232323	available movies
l_l_BasicBotLuisApplication	5.232323	have you any dreams
l_l_BasicBotLuisApplication	5.232323	frustrated
l_l_BasicBotLuisApplication	5.232323	view movies
l_l_BasicBotLuisApplication	5.232323	good evening
l_l_BasicBotLuisApplication	5.232323	show new releases
l_l_BasicBotLuisApplication	5.232323	help
l_l_BasicBotLuisApplication	5.232323	can you fly
l_l_BasicBotLuisApplication	5.232323	i'm lili
l_l_BasicBotLuisApplication	5.232323	get tickets for expendables three
l_l_BasicBotLuisApplication	5.232323	don't do that
l_l_BasicBotLuisApplication	5.232323	what's your age
l_l_BasicBotLuisApplication	5.232323	i am tired of you
l_l_BasicBotLuisApplication	5.232323	i want 3 tickets for life of pi
l_l_BasicBotLuisApplication	5.232323	popular movies
l_l_BasicBotLuisApplication	5.232323	see trailer
l_l_BasicBotLuisApplication	5.232323	what are your capabilities
l_l_BasicBotLuisApplication	5.232323	who am i speaking with
l_l_BasicBotLuisApplication	5.232323	hiya
l_l_BasicBotLuisApplication	5.232323	i'd rather be riding my bike
l_l_BasicBotLuisApplication	5.232323	dan
l_l_BasicBotLuisApplication	5.232323	my name is maria and i'm from sydney
l_l_BasicBotLuisApplication	5.232323	upcoming movies
l_l_BasicBotLuisApplication	5.232323	what movies are popular
l_l_BasicBotLuisApplication	5.232323	i'm john from cairo
l_l_BasicBotLuisApplication	5.232323	lost
l_l_BasicBotLuisApplication	5.232323	my name is tom
l_l_BasicBotLuisApplication	5.232323	abort
l_l_BasicBotLuisApplication	5.232323	i reside in san francisco
l_l_BasicBotLuisApplication	5.232323	book amc theater pekin tickets
l_l_BasicBotLuisApplication	5.232323	getting tired of you
l_l_BasicBotLuisApplication	5.232323	book movie ticket near my location
l_l_BasicBotLuisApplication	5.232323	gnocchi
l_l_BasicBotLuisApplication	5.232323	quit
l_l_BasicBotLuisApplication	5.232323	watch new movies
l_l_BasicBotLuisApplication	5.232323	book tickets for captain america
l_l_BasicBotLuisApplication	5.232323	purchase movie tickets
l_l_BasicBotLuisApplication	5.232323	how old are you
l_l_BasicBotLuisApplication	5.232323	i'm lost
l_l_BasicBotLuisApplication	5.232323	i will not give you my name
l_l_BasicBotLuisApplication	5.232323	hi bot
l_l_BasicBotLuisApplication	5.232323	do you play games
l_l_BasicBotLuisApplication	5.232323	trailer
l_l_BasicBotLuisApplication	5.232323	world wide pants
l_l_BasicBotLuisApplication	5.232323	help please
l_l_BasicBotLuisApplication	5.232323	watch movies
l_l_BasicBotLuisApplication	5.232323	what movies are available
l_l_BasicBotLuisApplication	5.232323	mumbai
l_l_BasicBotLuisApplication	5.232323	delhi
l_l_BasicBotLuisApplication	5.232323	book me a ticket for jurassic world
l_l_BasicBotLuisApplication	5.232323	what do i do now
l_l_BasicBotLuisApplication	5.232323	watch trailers
l_l_BasicBotLuisApplication	5.232323	yo
l_l_BasicBotLuisApplication	5.232323	you can assume i live in cairo
l_l_BasicBotLuisApplication	5.232323	i'm lauren, and i'm from madrid
l_l_BasicBotLuisApplication	5.232323	stop
l_l_BasicBotLuisApplication	5.232323	what can you do
l_l_BasicBotLuisApplication	5.232323	hello bot
l_l_BasicBotLuisApplication	5.232323	new movie
l_l_BasicBotLuisApplication	5.232323	who is your boss
l_l_BasicBotLuisApplication	5.232323	book for me amc tickets
l_l_BasicBotLuisApplication	5.232323	how are you today
l_l_BasicBotLuisApplication	5.232323	dont you ever sleep
l_l_BasicBotLuisApplication	5.232323	i would like to cancel
l_l_BasicBotLuisApplication	5.232323	what can i say
l_l_BasicBotLuisApplication	5.232323	whats up
l_l_BasicBotLuisApplication	5.232323	you are boring
l_l_BasicBotLuisApplication	5.232323	popular new releases
l_l_BasicBotLuisApplication	5.232323	paris
l_l_BasicBotLuisApplication	5.232323	tony is my name
l_l_BasicBotLuisApplication	5.232323	toronto
l_l_BasicBotLuisApplication	5.232323	hello
l_l_BasicBotLuisApplication	5.232323	show me trailers
l_l_BasicBotLuisApplication	5.232323	can you help me
l_l_BasicBotLuisApplication	5.232323	hi
l_l_BasicBotLuisApplication	5.232323	hey
l_l_BasicBotLuisApplication	5.232323	watch a trailer
l_l_BasicBotLuisApplication	5.232323	shangai
l_l_BasicBotLuisApplication	5.232323	hey there
l_l_BasicBotLuisApplication	5.232323	cook me something
l_l_BasicBotLuisApplication	5.232323	please cancel
l_l_BasicBotLuisApplication	5.232323	are you busy
l_l_BasicBotLuisApplication	5.232323	how do i interact with you
l_l_BasicBotLuisApplication	5.232323	portland
l_l_BasicBotLuisApplication	5.232323	melanie
l_l_BasicBotLuisApplication	5.232323	are you old
l_l_BasicBotLuisApplication	5.232323	new releases
q_CinemaSampleKB	1	It's a pleasure to meet you
q_CinemaSampleKB	1	Why don't you ever stop talking
q_CinemaSampleKB	1	I'm into it
q_CinemaSampleKB	1	You’re ugly
q_CinemaSampleKB	1	I'm all tuckered out
q_CinemaSampleKB	1	What are you up to
q_CinemaSampleKB	1	Do you eat
q_CinemaSampleKB	1	You're smart
q_CinemaSampleKB	1	Say something dumb
q_CinemaSampleKB	1	Say something funny
q_CinemaSampleKB	1	Are you trans
q_CinemaSampleKB	1	Do you know other digital agents
q_CinemaSampleKB	1	Do you know any tunes
q_CinemaSampleKB	1	Hahaha
q_CinemaSampleKB	1	What did you do today
q_CinemaSampleKB	1	That's so wrong
q_CinemaSampleKB	1	Who's your favorite singer
q_CinemaSampleKB	1	Are you a fan of country music
q_CinemaSampleKB	1	BRB
q_CinemaSampleKB	1	You're such a sweetheart
q_CinemaSampleKB	1	Do you like Siri
q_CinemaSampleKB	1	Yes, that's true
q_CinemaSampleKB	1	Can you make me a sandwich
q_CinemaSampleKB	1	Are you engaged
q_CinemaSampleKB	1	I'm an engineer
q_CinemaSampleKB	1	You seem really happy
q_CinemaSampleKB	1	What kind of candy do you like
q_CinemaSampleKB	1	I want to be your friend.
q_CinemaSampleKB	1	Am I pretty
q_CinemaSampleKB	1	Do you know Alexa
q_CinemaSampleKB	1	Do you ever get hungry
q_CinemaSampleKB	1	That was correct
q_CinemaSampleKB	1	Human or robot
q_CinemaSampleKB	1	Tell me a science joke
q_CinemaSampleKB	1	Haha
q_CinemaSampleKB	1	Why are you so boring
q_CinemaSampleKB	1	Are you smart
q_CinemaSampleKB	1	Do you not like me
q_CinemaSampleKB	1	Sounds good
q_CinemaSampleKB	1	I need a kiss
q_CinemaSampleKB	1	Are you gay
q_CinemaSampleKB	1	You're right.
q_CinemaSampleKB	1	I love New York
q_CinemaSampleKB	1	Do you have a brother
q_CinemaSampleKB	1	Which baseball teams do you like
q_CinemaSampleKB	1	I'm lonely
q_CinemaSampleKB	1	Yes to that
q_CinemaSampleKB	1	Why haven't I received an email confirming my booking
q_CinemaSampleKB	1	Ha
q_CinemaSampleKB	1	I'm joyous
q_CinemaSampleKB	1	Who are you
q_CinemaSampleKB	1	Who's your daddy
q_CinemaSampleKB	1	I want to marry you.
q_CinemaSampleKB	1	You're the worst
q_CinemaSampleKB	1	Are you my assistant
q_CinemaSampleKB	1	Shut up
q_CinemaSampleKB	1	Do you want to rule the world
q_CinemaSampleKB	1	Do you know the meaning of life
q_CinemaSampleKB	1	I'm chewing gum right now
q_CinemaSampleKB	1	Oops, sorry
q_CinemaSampleKB	1	Merry Christmas
q_CinemaSampleKB	1	Thank you
q_CinemaSampleKB	1	Evening
q_CinemaSampleKB	1	It's my pleasure
q_CinemaSampleKB	1	Do you like computers
q_CinemaSampleKB	1	What makes you think so
q_CinemaSampleKB	1	You are now unemployed
q_CinemaSampleKB	1	Are you dating anyone
q_CinemaSampleKB	1	Can you play sports
q_CinemaSampleKB	1	Chat with me
q_CinemaSampleKB	1	You're awful
q_CinemaSampleKB	1	Do you have a sister
q_CinemaSampleKB	1	That wasn't funny
q_CinemaSampleKB	1	Tell a joke
q_CinemaSampleKB	1	Thanks
q_CinemaSampleKB	1	Do you get hungry
q_CinemaSampleKB	1	Are you my imaginary friend
q_CinemaSampleKB	1	Are you intelligent
q_CinemaSampleKB	1	What other jokes can you tell
q_CinemaSampleKB	1	I am tired
q_CinemaSampleKB	1	Do you prefer red or blue
q_CinemaSampleKB	1	Do you play games
q_CinemaSampleKB	1	No, that's not true
q_CinemaSampleKB	1	Can you sneeze
q_CinemaSampleKB	1	Hum a tune
q_CinemaSampleKB	1	I am a Republican
q_CinemaSampleKB	1	Go to hell
q_CinemaSampleKB	1	See you later
q_CinemaSampleKB	1	Yup
q_CinemaSampleKB	1	Bye
q_CinemaSampleKB	1	You are the love of my life
q_CinemaSampleKB	1	I missed you!
q_CinemaSampleKB	1	What do you think about bots
q_CinemaSampleKB	1	Be silly
q_CinemaSampleKB	1	Can you sleep
q_CinemaSampleKB	1	Tell me a dirty joke
q_CinemaSampleKB	1	Where's your house
q_CinemaSampleKB	1	What kind of food do you like
q_CinemaSampleKB	1	Are you my fan
q_CinemaSampleKB	1	You're funny
q_CinemaSampleKB	1	I don't understand
q_CinemaSampleKB	1	Not true
q_CinemaSampleKB	1	Stop talking
q_CinemaSampleKB	1	I miss you
q_CinemaSampleKB	1	Ask me a question
q_CinemaSampleKB	1	Here I am
q_CinemaSampleKB	1	Do you dream
q_CinemaSampleKB	1	Who is your mother
q_CinemaSampleKB	1	I'm ticked off
q_CinemaSampleKB	1	Are you happy
q_CinemaSampleKB	1	Are you here
q_CinemaSampleKB	1	I think you hate me
q_CinemaSampleKB	1	Tell me a joke
q_CinemaSampleKB	1	Who's your dad
q_CinemaSampleKB	1	You look ugly
q_CinemaSampleKB	1	Do you get tired
q_CinemaSampleKB	1	Season's greetings!
q_CinemaSampleKB	1	You are so not pretty
q_CinemaSampleKB	1	What did you do yesterday
q_CinemaSampleKB	1	Can you say anything else
q_CinemaSampleKB	1	Have you met Cortana
q_CinemaSampleKB	1	I'm in love with you
q_CinemaSampleKB	1	How's your day
q_CinemaSampleKB	1	Can we be friends
q_CinemaSampleKB	1	Aren't you chipper
q_CinemaSampleKB	1	Do you like baseball
q_CinemaSampleKB	1	What country are you in
q_CinemaSampleKB	1	Can we chat
q_CinemaSampleKB	1	Are you around
q_CinemaSampleKB	1	What's happening
q_CinemaSampleKB	1	I'm so sorry
q_CinemaSampleKB	1	Ask me something
q_CinemaSampleKB	1	I'm full of sadness
q_CinemaSampleKB	1	Can you sing
q_CinemaSampleKB	1	I'm cracking up
q_CinemaSampleKB	1	Where'd you come from
q_CinemaSampleKB	1	Which one of us is smarter
q_CinemaSampleKB	1	I think you're great
q_CinemaSampleKB	1	You don't interest me at all
q_CinemaSampleKB	1	How do you feel about working late
q_CinemaSampleKB	1	So sorry
q_CinemaSampleKB	1	I'm afraid I'm gonna have to let you go.
q_CinemaSampleKB	1	How high can you count
q_CinemaSampleKB	1	I wish you just go away.
q_CinemaSampleKB	1	Sing a song
q_CinemaSampleKB	1	Ask me anything
q_CinemaSampleKB	1	You can't work for me anymore
q_CinemaSampleKB	1	What is love
q_CinemaSampleKB	1	Say a silly thing
q_CinemaSampleKB	1	Look at how smart you are
q_CinemaSampleKB	1	Do you think dragons are cool
q_CinemaSampleKB	1	Why not
q_CinemaSampleKB	1	Are you queer
q_CinemaSampleKB	1	That's not accurate
q_CinemaSampleKB	1	Hi Cortana
q_CinemaSampleKB	1	Who is your father
q_CinemaSampleKB	1	Are you old
q_CinemaSampleKB	1	What's your gender
q_CinemaSampleKB	1	Do I look good in blue
q_CinemaSampleKB	1	Joke's on you
q_CinemaSampleKB	1	Say something
q_CinemaSampleKB	1	What do you do
q_CinemaSampleKB	1	You're really boring
q_CinemaSampleKB	1	Are you HAL
q_CinemaSampleKB	1	You are stupid
q_CinemaSampleKB	1	Accurate
q_CinemaSampleKB	1	What's your favorite color
q_CinemaSampleKB	1	Fist bump!
q_CinemaSampleKB	1	What's wrong with you
q_CinemaSampleKB	1	I adore you
q_CinemaSampleKB	1	Are you a guy
q_CinemaSampleKB	1	Who's your master
q_CinemaSampleKB	1	I'm furious
q_CinemaSampleKB	1	Are you bisexual
q_CinemaSampleKB	1	Nice to meet you
q_CinemaSampleKB	1	I'm a fan
q_CinemaSampleKB	1	What's your job
q_CinemaSampleKB	1	Be ridiculous
q_CinemaSampleKB	1	Thank you so much
q_CinemaSampleKB	1	Testing
q_CinemaSampleKB	1	You're such a smarty-pants
q_CinemaSampleKB	1	Getting tired of you
q_CinemaSampleKB	1	Hi there!
q_CinemaSampleKB	1	I'm really sad
q_CinemaSampleKB	1	What do you think about love
q_CinemaSampleKB	1	Nobody cares about me
q_CinemaSampleKB	1	Are you Skynet
q_CinemaSampleKB	1	Yes
q_CinemaSampleKB	1	Till we meet again
q_CinemaSampleKB	1	I want to go shopping
q_CinemaSampleKB	1	Who's your mom
q_CinemaSampleKB	1	What do you think about technology
q_CinemaSampleKB	1	You seem really smart
q_CinemaSampleKB	1	What's your age
q_CinemaSampleKB	1	Aren't you awesome
q_CinemaSampleKB	1	What were you doing yesterday
q_CinemaSampleKB	1	That's true
q_CinemaSampleKB	1	You could not be more boring
q_CinemaSampleKB	1	I'm just kidding around
q_CinemaSampleKB	1	Do you know my name
q_CinemaSampleKB	1	Be more fun
q_CinemaSampleKB	1	How do I look today
q_CinemaSampleKB	1	Why do you hate me
q_CinemaSampleKB	1	Say something stupid
q_CinemaSampleKB	1	I am not your friend
q_CinemaSampleKB	1	Can you hear me now
q_CinemaSampleKB	1	Do you have siblings
q_CinemaSampleKB	1	Are you a lesbian
q_CinemaSampleKB	1	Having a good day
q_CinemaSampleKB	1	Aren't you cheerful
q_CinemaSampleKB	1	I'm your biggest fan
q_CinemaSampleKB	1	Which one of us is more beautiful
q_CinemaSampleKB	1	You're welcome
q_CinemaSampleKB	1	You're useless
q_CinemaSampleKB	1	Quiet, you
q_CinemaSampleKB	1	Hi
q_CinemaSampleKB	1	I wish you would say something else
q_CinemaSampleKB	1	My sincere thanks
q_CinemaSampleKB	1	I'm sorry
q_CinemaSampleKB	1	Give me a high five
q_CinemaSampleKB	1	Do you smell
q_CinemaSampleKB	1	Do you sweat
q_CinemaSampleKB	1	Are you in a relationship
q_CinemaSampleKB	1	I appreciate it
q_CinemaSampleKB	1	I am tall
q_CinemaSampleKB	1	Here's a kiss for you
q_CinemaSampleKB	1	BFFs forever
q_CinemaSampleKB	1	Why
q_CinemaSampleKB	1	Can I buy a monthly/annual pass
q_CinemaSampleKB	1	Give me a joke
q_CinemaSampleKB	1	That was a joke
q_CinemaSampleKB	1	Are you a person
q_CinemaSampleKB	1	That's accurate
q_CinemaSampleKB	1	It's really nice to meet you
q_CinemaSampleKB	1	You must hate me
q_CinemaSampleKB	1	Goodbye
q_CinemaSampleKB	1	I hate everything about you
q_CinemaSampleKB	1	What are you doing later
q_CinemaSampleKB	1	Do you like Alexa
q_CinemaSampleKB	1	What's your name
q_CinemaSampleKB	1	Why is that
q_CinemaSampleKB	1	Should I try out for soccer
q_CinemaSampleKB	1	You keep saying the same thing all the time
q_CinemaSampleKB	1	I want to spend the rest of my life with you
q_CinemaSampleKB	1	Thnx
q_CinemaSampleKB	1	What's the meaning of life
q_CinemaSampleKB	1	What makes you think that
q_CinemaSampleKB	1	I'm famished
q_CinemaSampleKB	1	Do you have a dad
q_CinemaSampleKB	1	You're way off
q_CinemaSampleKB	1	You suck
q_CinemaSampleKB	1	How high can you jump
q_CinemaSampleKB	1	That's not funny
q_CinemaSampleKB	1	Who owns you
q_CinemaSampleKB	1	What are you doing tomorrow
q_CinemaSampleKB	1	What do you think about Cortana
q_CinemaSampleKB	1	I didn't mean that
q_CinemaSampleKB	1	Which people made you
q_CinemaSampleKB	1	Are you friends with other bots
q_CinemaSampleKB	1	What's your favorite song
q_CinemaSampleKB	1	What should I call you
q_CinemaSampleKB	1	I'd like to take you out on a date
q_CinemaSampleKB	1	You're nice!
q_CinemaSampleKB	1	High five!
q_CinemaSampleKB	1	What's your dad's name
q_CinemaSampleKB	1	What's the name of your boss
q_CinemaSampleKB	1	Have you ever sung a song
q_CinemaSampleKB	1	How long ago were you born
q_CinemaSampleKB	1	What's your favorite activity
q_CinemaSampleKB	1	Do you have a girlfriend
q_CinemaSampleKB	1	Am I a good person
q_CinemaSampleKB	1	I'm giving you a pink slip
q_CinemaSampleKB	1	Happy Halloween!
q_CinemaSampleKB	1	That was funny
q_CinemaSampleKB	1	Are you really happy
q_CinemaSampleKB	1	I'm just playing
q_CinemaSampleKB	1	That's right
q_CinemaSampleKB	1	I beg your pardon
q_CinemaSampleKB	1	Say a joke
q_CinemaSampleKB	1	I hate you
q_CinemaSampleKB	1	Is this thing on
q_CinemaSampleKB	1	How happy are you
q_CinemaSampleKB	1	Do you like my hat
q_CinemaSampleKB	1	Do you know other bots
q_CinemaSampleKB	1	You are my favorite
q_CinemaSampleKB	1	I'm so sad
q_CinemaSampleKB	1	Good morning
q_CinemaSampleKB	1	What do you think about me
q_CinemaSampleKB	1	Do you have a family
q_CinemaSampleKB	1	What other bots do you know
q_CinemaSampleKB	1	What can you do
q_CinemaSampleKB	1	You're very intelligent
q_CinemaSampleKB	1	Happy Birthday!
q_CinemaSampleKB	1	You're not making sense
q_CinemaSampleKB	1	Do you love me
