Label	Weight	Text
l_BasicBotLuisApplication	5.402062	help me
l_BasicBotLuisApplication	5.402062	i'm lauren, and i'm from madrid
l_BasicBotLuisApplication	5.402062	change temperature to seventy two degrees
l_BasicBotLuisApplication	5.402062	hiya
l_BasicBotLuisApplication	5.402062	stop
l_BasicBotLuisApplication	5.402062	can you find movie tickets
l_BasicBotLuisApplication	5.402062	book for me amc tickets
l_BasicBotLuisApplication	5.402062	can you fly
l_BasicBotLuisApplication	5.402062	i'm from georgia
l_BasicBotLuisApplication	5.402062	purchase movie tickets
l_BasicBotLuisApplication	5.402062	hello bot
l_BasicBotLuisApplication	5.402062	make some coffee
l_BasicBotLuisApplication	5.402062	why doesn't this work
l_BasicBotLuisApplication	5.402062	i don't understand
l_BasicBotLuisApplication	5.402062	melanie
l_BasicBotLuisApplication	5.402062	set lights out bedroom
l_BasicBotLuisApplication	5.402062	turn thermostat on 70 .
l_BasicBotLuisApplication	5.402062	my name is tom
l_BasicBotLuisApplication	5.402062	i'm stuck
l_BasicBotLuisApplication	5.402062	what can you help me with
l_BasicBotLuisApplication	5.402062	help please
l_BasicBotLuisApplication	5.402062	tony is my name
l_BasicBotLuisApplication	5.402062	i'm bailing
l_BasicBotLuisApplication	5.402062	how do i interact with you
l_BasicBotLuisApplication	5.402062	make camera 1 off please
l_BasicBotLuisApplication	5.402062	turn the fan to high
l_BasicBotLuisApplication	5.402062	quit
l_BasicBotLuisApplication	5.402062	i'm john from cairo
l_BasicBotLuisApplication	5.402062	living room lamp on please
l_BasicBotLuisApplication	5.402062	no way
l_BasicBotLuisApplication	5.402062	i'd rather be riding my bike
l_BasicBotLuisApplication	5.402062	set lights bright
l_BasicBotLuisApplication	5.402062	my name is maria and i'm from sydney
l_BasicBotLuisApplication	5.402062	yo
l_BasicBotLuisApplication	5.402062	i want 3 tickets for life of pi
l_BasicBotLuisApplication	5.402062	hello
l_BasicBotLuisApplication	5.402062	play dvd
l_BasicBotLuisApplication	5.402062	portland
l_BasicBotLuisApplication	5.402062	don't do it
l_BasicBotLuisApplication	5.402062	spaghetti
l_BasicBotLuisApplication	5.402062	delhi
l_BasicBotLuisApplication	5.402062	who is your boss
l_BasicBotLuisApplication	5.402062	book amc theater pekin tickets
l_BasicBotLuisApplication	5.402062	what can you do
l_BasicBotLuisApplication	5.402062	who are you
l_BasicBotLuisApplication	5.402062	good evening
l_BasicBotLuisApplication	5.402062	help
l_BasicBotLuisApplication	5.402062	what can i say
l_BasicBotLuisApplication	5.402062	mumbai
l_BasicBotLuisApplication	5.402062	please cancel
l_BasicBotLuisApplication	5.402062	how are you
l_BasicBotLuisApplication	5.402062	i will not give you my location or name
l_BasicBotLuisApplication	5.402062	hey there
l_BasicBotLuisApplication	5.402062	can you help me
l_BasicBotLuisApplication	5.402062	i will not give you my name
l_BasicBotLuisApplication	5.402062	don't do that
l_BasicBotLuisApplication	5.402062	my location is new york
l_BasicBotLuisApplication	5.402062	abort
l_BasicBotLuisApplication	5.402062	who am i speaking to
l_BasicBotLuisApplication	5.402062	fish pond off please
l_BasicBotLuisApplication	5.402062	frustrated
l_BasicBotLuisApplication	5.402062	living room lamps off please
l_BasicBotLuisApplication	5.402062	coffee bar on please
l_BasicBotLuisApplication	5.402062	confused
l_BasicBotLuisApplication	5.402062	book me a ticket for jurassic world
l_BasicBotLuisApplication	5.402062	her cat has no teeth
l_BasicBotLuisApplication	5.402062	you can assume i live in cairo
l_BasicBotLuisApplication	5.402062	i'm lost
l_BasicBotLuisApplication	5.402062	who am i speaking with
l_BasicBotLuisApplication	5.402062	you are boring
l_BasicBotLuisApplication	5.402062	illuminate please
l_BasicBotLuisApplication	5.402062	gnocchi
l_BasicBotLuisApplication	5.402062	i am tired of you
l_BasicBotLuisApplication	5.402062	book tickets for captain america
l_BasicBotLuisApplication	5.402062	turn off venice lamp
l_BasicBotLuisApplication	5.402062	dan
l_BasicBotLuisApplication	5.402062	what's your name
l_BasicBotLuisApplication	5.402062	are you busy
l_BasicBotLuisApplication	5.402062	world wide pants
l_BasicBotLuisApplication	5.402062	what are your capabilities
l_BasicBotLuisApplication	5.402062	turn off ac please
l_BasicBotLuisApplication	5.402062	shut down my work computer
l_BasicBotLuisApplication	5.402062	no way, i won't give you my location
l_BasicBotLuisApplication	5.402062	lost
l_BasicBotLuisApplication	5.402062	hi bot
l_BasicBotLuisApplication	5.402062	dont you ever sleep
l_BasicBotLuisApplication	5.402062	getting tired of you
l_BasicBotLuisApplication	5.402062	i'm not going to tell you where i live
l_BasicBotLuisApplication	5.402062	how old are you
l_BasicBotLuisApplication	5.402062	good morning
l_BasicBotLuisApplication	5.402062	i would like to cancel
l_BasicBotLuisApplication	5.402062	you can call me steve
l_BasicBotLuisApplication	5.402062	do you play games
l_BasicBotLuisApplication	5.402062	what do i do now
l_BasicBotLuisApplication	5.402062	have you any dreams
l_BasicBotLuisApplication	5.402062	seattle is my current city
l_BasicBotLuisApplication	5.402062	what's your age
q_CinemaSampleKB	1	Here I am
q_CinemaSampleKB	1	How long ago were you born
q_CinemaSampleKB	1	Talk to you later
q_CinemaSampleKB	1	That was a stupid answer
q_CinemaSampleKB	1	Cook me something
q_CinemaSampleKB	1	Yes, that's true
q_CinemaSampleKB	1	What's your favorite food
q_CinemaSampleKB	1	Hug me
q_CinemaSampleKB	1	I'm so sleepy
q_CinemaSampleKB	1	Are you bisexual
q_CinemaSampleKB	1	What do you think about Alexa
q_CinemaSampleKB	1	Inaccurate
q_CinemaSampleKB	1	Are you friends with other bots
q_CinemaSampleKB	1	Are you male
q_CinemaSampleKB	1	Do you hate me
q_CinemaSampleKB	1	Who is your father
q_CinemaSampleKB	1	Later alligator
q_CinemaSampleKB	1	Where are you
q_CinemaSampleKB	1	Do you smell
q_CinemaSampleKB	1	What do you think about love
q_CinemaSampleKB	1	Are you a robot
q_CinemaSampleKB	1	Talk with me
q_CinemaSampleKB	1	Why are you so boring
q_CinemaSampleKB	1	Do you have a brother
q_CinemaSampleKB	1	What time do you open at/stay open until
q_CinemaSampleKB	1	Do you think I look good
q_CinemaSampleKB	1	Are you awesome
q_CinemaSampleKB	1	Do you get tired
q_CinemaSampleKB	1	What makes you think so
q_CinemaSampleKB	1	Where's your house
q_CinemaSampleKB	1	Are you a lesbian
q_CinemaSampleKB	1	Awesome
q_CinemaSampleKB	1	I'm from there
q_CinemaSampleKB	1	Try to make some sense
q_CinemaSampleKB	1	Do you know the meaning of life
q_CinemaSampleKB	1	Are you a fan of tech
q_CinemaSampleKB	1	Do you know any tunes
q_CinemaSampleKB	1	Do you have a mom
q_CinemaSampleKB	1	Do you know Google
q_CinemaSampleKB	1	Night
q_CinemaSampleKB	1	Tell me a different joke.
q_CinemaSampleKB	1	Nobody cares about me
q_CinemaSampleKB	1	Do you know any other jokes
q_CinemaSampleKB	1	Can you play sports
q_CinemaSampleKB	1	Where do you come from
q_CinemaSampleKB	1	Can you count to a million
q_CinemaSampleKB	1	Be funny
q_CinemaSampleKB	1	Are you available
q_CinemaSampleKB	1	I am alone
q_CinemaSampleKB	1	Hello Siri
q_CinemaSampleKB	1	That was funny
q_CinemaSampleKB	1	LOL
q_CinemaSampleKB	1	Bingo
q_CinemaSampleKB	1	I am going on a run
q_CinemaSampleKB	1	I'm in love
q_CinemaSampleKB	1	What's your purpose
q_CinemaSampleKB	1	Do you have a boyfriend
q_CinemaSampleKB	1	Should I try out for soccer
q_CinemaSampleKB	1	Can I take coffee/beer/wine into the screen
q_CinemaSampleKB	1	Where'd you come from
q_CinemaSampleKB	1	Are you pansexual
q_CinemaSampleKB	1	What's your gender
q_CinemaSampleKB	1	I am doing that
q_CinemaSampleKB	1	Can you fly
q_CinemaSampleKB	1	Not true
q_CinemaSampleKB	1	What state are you from
q_CinemaSampleKB	1	I want to lay down
q_CinemaSampleKB	1	Are you a girl or a boy
q_CinemaSampleKB	1	Where do you live
q_CinemaSampleKB	1	Do you take credit cards
q_CinemaSampleKB	1	Are you married
q_CinemaSampleKB	1	What do you even mean by that
q_CinemaSampleKB	1	How high can you count
q_CinemaSampleKB	1	Are you male or female
q_CinemaSampleKB	1	Aren't you chipper
q_CinemaSampleKB	1	Where did you come from
q_CinemaSampleKB	1	I am angry
q_CinemaSampleKB	1	You're fired!
q_CinemaSampleKB	1	Are you my friend
q_CinemaSampleKB	1	What do you want to know about me
q_CinemaSampleKB	1	You are stupid
q_CinemaSampleKB	1	Be quiet
q_CinemaSampleKB	1	I want to go shopping
q_CinemaSampleKB	1	I am annoyed
q_CinemaSampleKB	1	I'm really sad
q_CinemaSampleKB	1	Hi Google
q_CinemaSampleKB	1	What country are you from
q_CinemaSampleKB	1	Basic af
q_CinemaSampleKB	1	What are you doing tomorrow
q_CinemaSampleKB	1	Do you sing
q_CinemaSampleKB	1	What do you like to eat
q_CinemaSampleKB	1	I'm so glad to meet you
q_CinemaSampleKB	1	How high can you jump
q_CinemaSampleKB	1	Don't you get hungry
q_CinemaSampleKB	1	Who am I
q_CinemaSampleKB	1	Love you!
q_CinemaSampleKB	1	Good night to you
q_CinemaSampleKB	1	You're so stupid
q_CinemaSampleKB	1	That's hilarious
q_CinemaSampleKB	1	Do you know Cortana
q_CinemaSampleKB	1	Human or robot
q_CinemaSampleKB	1	Do you think I should ask him out
q_CinemaSampleKB	1	Do you ever get hungry
q_CinemaSampleKB	1	Do you want to rule the world
q_CinemaSampleKB	1	Is there a deal with the Queen Street car-park for Light House Cinema patrons
q_CinemaSampleKB	1	Can you chat with me
q_CinemaSampleKB	1	When were you born
q_CinemaSampleKB	1	Who owns you
q_CinemaSampleKB	1	You're way off
q_CinemaSampleKB	1	Do you like Alexa
q_CinemaSampleKB	1	Happy Halloween!
q_CinemaSampleKB	1	Be silly
q_CinemaSampleKB	1	That's not accurate
q_CinemaSampleKB	1	I have 7 cats
q_CinemaSampleKB	1	Yes
q_CinemaSampleKB	1	Kthx
q_CinemaSampleKB	1	Will you be my wife
q_CinemaSampleKB	1	I didn't mean that
q_CinemaSampleKB	1	BFFs forever
q_CinemaSampleKB	1	I want to eat something
q_CinemaSampleKB	1	What were you doing yesterday
q_CinemaSampleKB	1	Hello Google
q_CinemaSampleKB	1	Who do you love
q_CinemaSampleKB	1	You're wonderful
q_CinemaSampleKB	1	Good evening
q_CinemaSampleKB	1	Am I good-looking
q_CinemaSampleKB	1	Do you think you're smarter than me
q_CinemaSampleKB	1	Do you have a sister
q_CinemaSampleKB	1	Are you real
q_CinemaSampleKB	1	It's really nice to meet you
q_CinemaSampleKB	1	Are you queer
q_CinemaSampleKB	1	Testing 1 2 3
q_CinemaSampleKB	1	What do you think of me
q_CinemaSampleKB	1	Do you not like me
q_CinemaSampleKB	1	Are you female
q_CinemaSampleKB	1	What country are you in
q_CinemaSampleKB	1	Say something funny
q_CinemaSampleKB	1	Yup, that's true
q_CinemaSampleKB	1	Not funny
q_CinemaSampleKB	1	Go away
q_CinemaSampleKB	1	You're so boring
q_CinemaSampleKB	1	I am here
q_CinemaSampleKB	1	You're smart
q_CinemaSampleKB	1	What do you think about AI
q_CinemaSampleKB	1	Oops, sorry
q_CinemaSampleKB	1	You are so unfunny
q_CinemaSampleKB	1	I missed you!
q_CinemaSampleKB	1	Do you prefer red or blue
q_CinemaSampleKB	1	Do you believe in love
q_CinemaSampleKB	1	Are you busy
q_CinemaSampleKB	1	I'm giving you a pink slip
q_CinemaSampleKB	1	How's your day going
q_CinemaSampleKB	1	I miss you
q_CinemaSampleKB	1	You face sucks
q_CinemaSampleKB	1	Nope, false
q_CinemaSampleKB	1	You're not answering my question
q_CinemaSampleKB	1	I'm so hungry
q_CinemaSampleKB	1	Sounds good
q_CinemaSampleKB	1	What do you eat
q_CinemaSampleKB	1	So tired
q_CinemaSampleKB	1	Why not
q_CinemaSampleKB	1	Ha
q_CinemaSampleKB	1	Can you make me a sandwich
q_CinemaSampleKB	1	Where should I go on vacation
q_CinemaSampleKB	1	I am a Democrat
q_CinemaSampleKB	1	Do you have wireless internet
q_CinemaSampleKB	1	I love getting valentines
q_CinemaSampleKB	1	Say something
q_CinemaSampleKB	1	Give me a joke
q_CinemaSampleKB	1	You're awful
q_CinemaSampleKB	1	Are you in a relationship
q_CinemaSampleKB	1	Why do you think that
q_CinemaSampleKB	1	Who's your favorite singer
q_CinemaSampleKB	1	Your face is ugly
q_CinemaSampleKB	1	When will you shut up
q_CinemaSampleKB	1	Do you know other digital agents
q_CinemaSampleKB	1	I thank you
q_CinemaSampleKB	1	Hello Cortana
q_CinemaSampleKB	1	I'd like to take you out on a date
q_CinemaSampleKB	1	I'm bored out of my mind
q_CinemaSampleKB	1	What state are you in
q_CinemaSampleKB	1	I'm your biggest fan
q_CinemaSampleKB	1	You are useless
q_CinemaSampleKB	1	Who's your master
q_CinemaSampleKB	1	Tell me a science joke
q_CinemaSampleKB	1	Can you hear me
q_CinemaSampleKB	1	You honestly could not be more uninteresting
q_CinemaSampleKB	1	Back in a minute
q_CinemaSampleKB	1	You’re ugly
q_CinemaSampleKB	1	Correct
q_CinemaSampleKB	1	Be ridiculous
q_CinemaSampleKB	1	Do you love me
q_CinemaSampleKB	1	You're no fun
q_CinemaSampleKB	1	What's your favorite animal
q_CinemaSampleKB	1	I want to spend the rest of my life with you
q_CinemaSampleKB	1	What's up
q_CinemaSampleKB	1	Later
q_CinemaSampleKB	1	Are you smart
q_CinemaSampleKB	1	Hello Alexa
q_CinemaSampleKB	1	How intelligent are you
q_CinemaSampleKB	1	Am I pretty
q_CinemaSampleKB	1	I am bored
q_CinemaSampleKB	1	I am a Republican
q_CinemaSampleKB	1	Which people made you
q_CinemaSampleKB	1	Can you sneeze
q_CinemaSampleKB	1	Be more fun
q_CinemaSampleKB	1	Do you ever sing
q_CinemaSampleKB	1	Are you the singularity
q_CinemaSampleKB	1	What makes you think that
q_CinemaSampleKB	1	What is wrong with you!
q_CinemaSampleKB	1	Are you straight
q_CinemaSampleKB	1	Do you have boogers
q_CinemaSampleKB	1	Are you hungry
q_CinemaSampleKB	1	You are now unemployed
q_CinemaSampleKB	1	Are you a man or a woman
q_CinemaSampleKB	1	You're rad
q_CinemaSampleKB	1	Can you hear me now
q_CinemaSampleKB	1	What are you doing right now
q_CinemaSampleKB	1	Can we chat
q_CinemaSampleKB	1	You must hate me
q_CinemaSampleKB	1	Are you dating anyone
q_CinemaSampleKB	1	Works for me
q_CinemaSampleKB	1	I'm into it
q_CinemaSampleKB	1	You're lame
q_CinemaSampleKB	1	What do you mean
q_CinemaSampleKB	1	Do you like Siri
q_CinemaSampleKB	1	Stop talking
q_CinemaSampleKB	1	I'm so mad
q_CinemaSampleKB	1	I'm despondent
q_CinemaSampleKB	1	I got a new haircut
q_CinemaSampleKB	1	My sincere thanks
q_CinemaSampleKB	1	I want you to be my husband
q_CinemaSampleKB	1	I despise you
q_CinemaSampleKB	1	Aren't you cheerful
q_CinemaSampleKB	1	You look ugly
q_CinemaSampleKB	1	You made no sense
q_CinemaSampleKB	1	I'm tired of you
q_CinemaSampleKB	1	Say something dumb
q_CinemaSampleKB	1	What do you do
q_CinemaSampleKB	1	What are you
q_CinemaSampleKB	1	What's your boss' name
q_CinemaSampleKB	1	Happy Birthday!
q_CinemaSampleKB	1	Where are you located
q_CinemaSampleKB	1	Tell me a dirty joke
q_CinemaSampleKB	1	I wish you would say something else
q_CinemaSampleKB	1	Do you know any songs
q_CinemaSampleKB	1	Will you be my best friend
q_CinemaSampleKB	1	I'm not following
q_CinemaSampleKB	1	Can I buy sweets, drinks, ice-cream or popcorn
q_CinemaSampleKB	1	You are no longer employed
q_CinemaSampleKB	1	Goodbye
q_CinemaSampleKB	1	You suck
q_CinemaSampleKB	1	You're really boring
q_CinemaSampleKB	1	What's going on
q_CinemaSampleKB	1	That's accurate
q_CinemaSampleKB	1	What's the meaning of life
q_CinemaSampleKB	1	Shut up
q_CinemaSampleKB	1	Getting to the cinema
q_CinemaSampleKB	1	Are you prettier than me
q_CinemaSampleKB	1	What do you think about technology
q_CinemaSampleKB	1	You're gonna be unemployed soon
q_CinemaSampleKB	1	Who's your daddy
q_CinemaSampleKB	1	BRB
q_CinemaSampleKB	1	That made no sense
q_CinemaSampleKB	1	How happy are you
q_CinemaSampleKB	1	Who are you
q_CinemaSampleKB	1	You're not funny
q_CinemaSampleKB	1	I'm ticked off
q_CinemaSampleKB	1	I think you're swell
q_CinemaSampleKB	1	I wish I weren't so alone
q_CinemaSampleKB	1	What's your opinion of me
q_CinemaSampleKB	1	Sing a song
q_CinemaSampleKB	1	Say a joke
q_CinemaSampleKB	1	Why
q_CinemaSampleKB	1	Which one of us is smarter
q_CinemaSampleKB	1	Do you have a Membership scheme
q_CinemaSampleKB	1	Where is the carpark entrance
q_CinemaSampleKB	1	What's your mom's name
q_CinemaSampleKB	1	Having a good day
q_CinemaSampleKB	1	Nighty night
q_CinemaSampleKB	1	Are you a guy
q_CinemaSampleKB	1	I'm in love with you
q_CinemaSampleKB	1	Great!
q_CinemaSampleKB	1	What did you do yesterday
q_CinemaSampleKB	1	I am hungry
q_CinemaSampleKB	1	Do you know my name
q_CinemaSampleKB	1	Have a good night
q_CinemaSampleKB	1	Fist bump!
q_CinemaSampleKB	1	You are funny :)
q_CinemaSampleKB	1	Hi Alexa
q_CinemaSampleKB	1	Are you there
q_CinemaSampleKB	1	Do you have a family
q_CinemaSampleKB	1	Who's your dad
q_CinemaSampleKB	1	I'm so sorry
q_CinemaSampleKB	1	It's a pleasure to meet you
q_CinemaSampleKB	1	You're welcome
q_CinemaSampleKB	1	I think you're so pretty
q_CinemaSampleKB	1	I want to lie down
q_CinemaSampleKB	1	Give me a high five
q_CinemaSampleKB	1	Hello
q_CinemaSampleKB	1	Kiss me
q_CinemaSampleKB	1	Tell me a joke
q_CinemaSampleKB	1	I hope you like me
q_CinemaSampleKB	1	I adore you
q_CinemaSampleKB	1	Can we be friends
q_CinemaSampleKB	1	Are you gay
q_CinemaSampleKB	1	Quiet, you
q_CinemaSampleKB	1	What can you help me with
q_CinemaSampleKB	1	You're the worst
q_CinemaSampleKB	1	What can you do
q_CinemaSampleKB	1	Who's your mom
q_CinemaSampleKB	1	I want you to like me
q_CinemaSampleKB	1	Are you a girl
q_CinemaSampleKB	1	Are you a man
q_CinemaSampleKB	1	Do you like me
q_CinemaSampleKB	1	Everything you told me was false
q_CinemaSampleKB	1	Tell a joke
q_CinemaSampleKB	1	Are you engaged
q_CinemaSampleKB	1	What is love
q_CinemaSampleKB	1	Who is your creator
q_CinemaSampleKB	1	Can I bring outside food and drink to the cinema
q_CinemaSampleKB	1	Chat with me
q_CinemaSampleKB	1	Are you dumb
q_CinemaSampleKB	1	I need a kiss
q_CinemaSampleKB	1	You bore me
q_CinemaSampleKB	1	Talk to me
q_CinemaSampleKB	1	You're hilarious
q_CinemaSampleKB	1	See you later
q_CinemaSampleKB	1	Can you sing a song
q_CinemaSampleKB	1	That's not funny
q_CinemaSampleKB	1	You don't know anything
q_CinemaSampleKB	1	Do you have a dad
q_CinemaSampleKB	1	You're stupid
q_CinemaSampleKB	1	Cool!
q_CinemaSampleKB	1	What's new
q_CinemaSampleKB	1	Do you love anyone
q_CinemaSampleKB	1	Getting tired of you
q_CinemaSampleKB	1	Accurate
q_CinemaSampleKB	1	That wasn't true
q_CinemaSampleKB	1	You're boring
q_CinemaSampleKB	1	Are you around
q_CinemaSampleKB	1	I just want to go to sleep
q_CinemaSampleKB	1	Do I look okay
q_CinemaSampleKB	1	You're nice!
q_CinemaSampleKB	1	You are the love of my life
q_CinemaSampleKB	1	How are you doing
q_CinemaSampleKB	1	Are you my assistant
q_CinemaSampleKB	1	What do you think about Cortana
q_CinemaSampleKB	1	Do you spend time in your garden
q_CinemaSampleKB	1	You're not making sense
q_CinemaSampleKB	1	What kinds of things can you do
q_CinemaSampleKB	1	Shush!
q_CinemaSampleKB	1	Hiya
q_CinemaSampleKB	1	I'm furious
q_CinemaSampleKB	1	I appreciate it
q_CinemaSampleKB	1	Who's your boss
q_CinemaSampleKB	1	I am tired
q_CinemaSampleKB	1	Can you sing
q_CinemaSampleKB	1	I beg your pardon
q_CinemaSampleKB	1	I'm just playing
q_CinemaSampleKB	1	Pardon me
q_CinemaSampleKB	1	I like you
q_CinemaSampleKB	1	That's so wrong
q_CinemaSampleKB	1	You are my best friend
q_CinemaSampleKB	1	You're the best
q_CinemaSampleKB	1	Yup
q_CinemaSampleKB	1	Sorry about that
q_CinemaSampleKB	1	Useless
q_CinemaSampleKB	1	You're funny
q_CinemaSampleKB	1	Are you my imaginary friend
q_CinemaSampleKB	1	Are you here
q_CinemaSampleKB	1	There
q_CinemaSampleKB	1	How I've missed you
q_CinemaSampleKB	1	Are there any nice restaurants or pubs nearby
q_CinemaSampleKB	1	Do you have any other responses
q_CinemaSampleKB	1	You seem really happy
q_CinemaSampleKB	1	I can't think of anything I want to do
q_CinemaSampleKB	1	How do I look today
q_CinemaSampleKB	1	Are you Skynet
q_CinemaSampleKB	1	Don't you ever sleep
q_CinemaSampleKB	1	Are you better looking than me
q_CinemaSampleKB	1	You keep saying the same thing all the time
q_CinemaSampleKB	1	Joke's on you
